facility_code,work_order_number,functional_location,work_order_description,order_type,planner_group,user_status,abc_field,work_centre,maint_activ_type,latest_allowable_finish_date,system_status
F3FA,81078964,F3FA-H-SARE-MOBBOA-Z8011,Weekly Maintenance FRC - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,4/24/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078965,F3FA-H-SAEE-BOAFLB-Z8010,Weekly Maintenance FF-LB - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,4/24/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078997,F3FA-U-CASA-COM,M117 2W Start Emergency Air Compressor,UM01,MEC,WCOM,K,MECH,SFF,4/28/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81079009,F3FA-F-HVAC-CLO,Fire Dampers Function Check - F3,UM01,INS,WCOM SAFC,I,INST,SFC,8/15/2017,TECO CNF  NMAT PRC  SETC
F3FA,81079208,F3FA-H-FFFW-FPDPMP,Weekly Testrun DFWP - F3,UM01,MEC,WCOM SAFC,I,MECH,SFC,4/30/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81079238,F3FA-U-CASA-COM,M117 2W Start Emergency Air Compressor,UM01,MEC,WCOM,K,MECH,SFF,5/5/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81079239,F3FA-H-SA,F3FA 2W Safety checklist.,UM01,PDN,WCOM SAFC,I,OPS,SFC,5/7/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81079247,F3FA-H-SARE-MOBBOA-Z8011,Weekly Maintenance FRC - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,4/28/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81079248,F3FA-H-SAEE-BOAFLB-Z8010,Weekly Maintenance FF-LB - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,4/28/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81079394,F3FA-H-SARE-MOBBOA-Z8011,Weekly Maintenance FRC - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,5/9/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81079395,F3FA-H-SAEE-BOAFLB-Z8010,Weekly Maintenance FF-LB - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,5/9/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81079441,F3FA-U-CASA-COM,M117 2W Start Emergency Air Compressor,UM01,MEC,WCOM,K,MECH,SFF,5/16/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81079442,F3FA-U-HLCR-DH1,Inspect Crane for FRC Handling - F3,UM01,NMC,WCOM PASS SAFC,I,MECH,SFC,9/1/2017,REL  CNF  GMPS NMAT PRC  SETC
F3FA,81079467,F3FA-H-SARE-MOBBOA-Z8011,Basecrew Service FRC - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,9/1/2017,TECO CNF  NMAT PRC  SETC
F3FA,81079468,F3FA-H-SAEE-BOAFLB-Z8010,Basecrew Service FF-LB - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,9/1/2017,TECO CNF  NMAT PRC  SETC
F3FA,81079602,F3FA-H-SARE-KIT,Q200 3M Dressing and other Material,UM01,PDN,WCOM SAFC,I,OPS,SFC,9/2/2017,TECO CNF  NMAT PRC  SETC
F3FA,81079626,F3FA-H-SA,F3FA 2W Safety checklist.,UM01,PDN,WCOM SAFC,I,OPS,SFC,5/21/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81079637,F3FA-P-GCTR-AX1SRV-31BDV0300,O105 - 3M Blowdown Valve,UM01,PDN,WCOM SAFC,I,OPS,SFC,9/15/2017,TECO CNF  NMAT PRC  SETC
F3FA,81079638,F3FA-P-PGPS-PSEBDV-30BDV0010,O105 - 4M Blowdown Valve,UM01,PDN,WCOM SAFC,I,OPS,SFC,9/15/2017,TECO CNF  NMAT PRC  SETC
F3FA,81079732,F3FA-H-FFFW-FPEPMP-P5011,M119 - 6M Firewater Pump Performance,UM01,MEC,WCOM SAFC,I,MECH,SFC,9/14/2017,TECO CNF  NMAT PRC  SETC
F3FA,81079733,F3FA-H-FFFW-FPDPMP-P5010,M119 - 6M Firewater Pump Performance,UM01,MEC,WCOM SAFC,I,MECH,SFC,9/14/2017,TECO CNF  NMAT PRC  SETC
F3FA,81079737,F3FA-H-FFFW-FPDPMP,Weekly Testrun DFWP - F3,UM01,MEC,WCOM SAFC,I,MECH,SFC,5/24/2017,CLSD NMAT PRC  SETC
F3FA,81079791,F3FA-F-HVAC-CLO,Fire Dampers Function Check - F3,UM01,INS,WCOM SAFC,I,INST,SFC,9/15/2017,TECO CNF  NMAT PRC  SETC
F3FA,81079811,F3FA-H-SARE-MOBBOA-Z8011,Weekly Maintenance FRC - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,5/24/2017,CLSD NMAT PRC  SETC
F3FA,81079812,F3FA-H-SAEE-BOAFLB-Z8010,Weekly Maintenance FF-LB - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,5/24/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81080031,F3FA-U-FUFG-SCRBDV-60BDV0713,O105 - 3M BDV Fuel Gas To Vent,UM01,PDN,WCOM SAFC,I,OPS,SFC,9/20/2017,TECO CNF  NMAT PRC  SETC
F3FA,81080032,F3FA-P-PGGL-GCODGO-30BDV0410,O105 - 3M Blowdown Valve,UM01,PDN,WCOM SAFC,I,OPS,SFC,9/20/2017,TECO CNF  NMAT PRC  SETC
F3FA,81080039,F3FA-S-MOHD,Helideck Emergency Drill - F3,UM01,PDN,WCOM SAFC,I,OPS,SFC,9/22/2017,TECO CNF  NMAT PRC  SETC
F3FA,81080418,F3FA-H-SARE-MOBBOA-Z8011,Weekly Maintenance FRC - F3,UM01,MEC,WCOM SAFC DFRD,I,MECH,SFF,6/23/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81080419,F3FA-H-SAEE-BOAFLB-Z8010,Weekly Maintenance FF-LB - F3,UM01,MEC,WCOM SAFC DFRD,I,MECH,SFF,6/23/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81080420,F3FA-H-FFFW-FPDPMP,Weekly Testrun DFWP - F3,UM01,MEC,WCOM SAFC,I,MECH,SFC,6/14/2017,CLSD NMAT PRC  SETC
F3FA,81080423,F3FA-H-SARE-MOBBOA-Z8011,Weekly Maintenance FRC - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,6/14/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81080424,F3FA-H-SAEE-BOAFLB-Z8010,Weekly Maintenance FF-LB - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,6/14/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81080443,F3FA-U-FUJF,Certify Helicopter Refuelling Unit - F3,UM01,NMC,WCOM PLAN PASS SAFC,N,MECH,SFC,10/1/2017,REL  CNF  GMPS NMAT PRC  SETC
F3FA,81080484,F3FA-H-SA,F3FA 2W Safety checklist.,UM01,PDN,WCOM SAFC,I,OPS,SFC,6/18/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81080500,F3FA-U-FUJF,Mechanical Check Heli Fuel System - F3,UM01,MEC,WCOM SAFC,N,MECH,SFC,10/1/2017,TECO NMAT PRC  SETC
F3FA,81080501,F3FA-U-FUJF,Heli-fuel Main Earth-bonding & Panel-F3,UM01,ELE,WCOM SAFC,N,ELEC,SFC,10/1/2017,TECO CNF  NMAT PRC  SETC
F3FA,81080502,F3FA-U-FUJF-TRFPMP-PM6410A,Check E-Motor Heli-Fuel Pump A - F3,UM01,ELE,WCOM,N,ELEC,SFC,10/1/2017,TECO CNF  NMAT PRC  SETC
F3FA,81080503,F3FA-U-FUJF-TRFPMP-PM6410B,Check E-Motor Heli-Fuel Pump B - F3,UM01,ELE,WCOM,N,ELEC,SFC,10/1/2017,TECO CNF  NMAT PRC  SETC
F3FA,81080508,F3FA-S-MOHD,Certify Helideck - F3,UM01,NMC,WCOM PLAN PASS SAFC,I,MECH,SFC,10/1/2017,REL  CNF  NMAT PRC  SETC
F3FA,81080516,F3FA-H-FFFW-FPDPMP,Weekly Testrun DFWP - F3,UM01,MEC,WCOM SAFC,I,MECH,SFC,6/18/2017,CLSD CNF  NMAT PRC  SETC
